ts,symbol,interval,open_time_utc,open,high,low,close,volume,close_time_utc,quote_volume,trades,source,feed_status,real_live_verified,claim_level
2026-06-25T09:18:11+00:00,DOGEUSDT,15m,2026-06-25T08:15:00+00:00,0.07726,0.07732,0.07718,0.07725,4763157.0,2026-06-25T08:29:59+00:00,367955.68631,2531,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:11+00:00,DOGEUSDT,15m,2026-06-25T08:30:00+00:00,0.07724,0.07726,0.07715,0.07721,2303886.0,2026-06-25T08:44:59+00:00,177867.77629,2352,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:11+00:00,DOGEUSDT,15m,2026-06-25T08:45:00+00:00,0.07721,0.07723,0.07702,0.07707,1476217.0,2026-06-25T08:59:59+00:00,113835.73557,1818,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:11+00:00,DOGEUSDT,15m,2026-06-25T09:00:00+00:00,0.07707,0.07718,0.07702,0.07713,781595.0,2026-06-25T09:14:59+00:00,60276.2756,1784,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:11+00:00,DOGEUSDT,15m,2026-06-25T09:15:00+00:00,0.07714,0.07716,0.0771,0.07712,99052.0,2026-06-25T09:29:59+00:00,7640.05631,326,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:30:13+00:00,DOGEUSDT,15m,2026-06-25T09:30:00+00:00,0.07695,0.07695,0.07695,0.07695,13731.0,2026-06-25T09:44:59+00:00,1056.60045,13,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:52:42+00:00,DOGEUSDT,15m,2026-06-25T09:45:00+00:00,0.07695,0.07699,0.07692,0.07698,324529.0,2026-06-25T09:59:59+00:00,24974.37268,511,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T10:00:34+00:00,DOGEUSDT,15m,2026-06-25T10:00:00+00:00,0.07697,0.07698,0.07697,0.07697,3002.0,2026-06-25T10:14:59+00:00,231.07662,35,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T10:17:28+00:00,DOGEUSDT,15m,2026-06-25T10:15:00+00:00,0.07694,0.07698,0.07692,0.07692,108994.0,2026-06-25T10:29:59+00:00,8387.05401,236,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T10:30:39+00:00,DOGEUSDT,15m,2026-06-25T10:30:00+00:00,0.07659,0.07659,0.07656,0.07659,137574.0,2026-06-25T10:44:59+00:00,10533.97746,150,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T10:45:56+00:00,DOGEUSDT,15m,2026-06-25T10:45:00+00:00,0.07629,0.07632,0.07618,0.07621,1700787.0,2026-06-25T10:59:59+00:00,129657.0715,1249,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T11:13:10+00:00,DOGEUSDT,15m,2026-06-25T11:00:00+00:00,0.07621,0.07632,0.07584,0.07599,5431992.0,2026-06-25T11:14:59+00:00,413173.82998,4818,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T11:16:05+00:00,DOGEUSDT,15m,2026-06-25T11:15:00+00:00,0.07614,0.07617,0.0761,0.07611,510769.0,2026-06-25T11:29:59+00:00,38890.55308,766,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T11:31:39+00:00,DOGEUSDT,15m,2026-06-25T11:30:00+00:00,0.07587,0.07593,0.07586,0.07593,123039.0,2026-06-25T11:44:59+00:00,9340.98214,196,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T11:47:31+00:00,DOGEUSDT,15m,2026-06-25T11:45:00+00:00,0.07593,0.07599,0.0759,0.0759,609799.0,2026-06-25T11:59:59+00:00,46318.43134,366,https://data-api.binance.vision,OK_KLINES_DOGEUSDT_15m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
