ts,symbol,interval,open_time_utc,open,high,low,close,volume,close_time_utc,quote_volume,trades,source,feed_status,real_live_verified,claim_level
2026-06-25T09:18:04+00:00,ETHUSDT,5m,2026-06-25T08:55:00+00:00,1653.5,1653.64,1651.51,1652.92,458.6419,2026-06-25T08:59:59+00:00,757871.291013,6632,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:04+00:00,ETHUSDT,5m,2026-06-25T09:00:00+00:00,1652.93,1654.44,1652.1,1654.43,703.1379,2026-06-25T09:04:59+00:00,1162609.497447,5745,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:04+00:00,ETHUSDT,5m,2026-06-25T09:05:00+00:00,1654.43,1655.0,1653.12,1654.56,292.6661,2026-06-25T09:09:59+00:00,484122.320354,4504,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:04+00:00,ETHUSDT,5m,2026-06-25T09:10:00+00:00,1654.57,1655.41,1653.64,1653.64,185.9607,2026-06-25T09:14:59+00:00,307632.620933,3850,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:18:04+00:00,ETHUSDT,5m,2026-06-25T09:15:00+00:00,1653.65,1654.09,1653.04,1654.01,142.6661,2026-06-25T09:19:59+00:00,235928.837309,2032,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:21:02+00:00,ETHUSDT,5m,2026-06-25T09:20:00+00:00,1652.51,1652.77,1652.51,1652.57,26.9931,2026-06-25T09:24:59+00:00,44611.397832,437,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:25:05+00:00,ETHUSDT,5m,2026-06-25T09:25:00+00:00,1648.08,1648.09,1647.89,1647.89,0.917,2026-06-25T09:29:59+00:00,1511.180642,149,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:30:06+00:00,ETHUSDT,5m,2026-06-25T09:30:00+00:00,1648.28,1648.28,1648.26,1648.26,1.5328,2026-06-25T09:34:59+00:00,2526.456549,25,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:35:42+00:00,ETHUSDT,5m,2026-06-25T09:35:00+00:00,1648.84,1648.84,1648.48,1648.48,15.8396,2026-06-25T09:39:59+00:00,26116.109199,363,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
2026-06-25T09:40:37+00:00,ETHUSDT,5m,2026-06-25T09:40:00+00:00,1648.26,1648.26,1648.25,1648.25,3.1954,2026-06-25T09:44:59+00:00,5266.841248,53,https://data-api.binance.vision,OK_KLINES_ETHUSDT_5m_5,True,CANDLE_HARVEST_PUBLIC_MARKET_DATA_ONLY_NOT_EDGE_PROOF
